EA_number,acidlevel,base_sat_desired,soil_depth,constant,metric_ton,acre_to_hectare,conv_to_3_mt_avg,lime_to_6_5
8162,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.42255
8169,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.954342
8176,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.210377
8183,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.892782
8190,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.939445
8197,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.378334
8204,Strong_Acid,0.65,0.983,0.5,0.907,2.47,5.02,4.75143
8211,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4238177
8218,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.9692379
8225,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.593122
8232,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.507503
8239,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.283506
8246,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.91696
8253,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.044395
8260,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.24467
8267,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.847764
8274,Neutral,,,,,,,
8281,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4455099
8288,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.990188
8295,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4597249
8302,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.251943
8309,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4553923
8316,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8481059
8323,Neutral,,,,,,,
8330,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.885397
8337,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.807965
8344,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.087524
8351,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.80492
8358,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.751002
8365,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.697221
8372,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.613564
8379,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.001636
8386,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.989036
8393,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.846812
8400,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.556816
8407,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.414465
8414,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.478374
8421,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.163095
8428,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.226607
8435,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.238729
8442,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.797825
8449,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.90297
8456,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.647183
8463,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.865317
8470,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.561954
8477,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.644959
8484,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.616302
8491,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.758494
8498,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.852563
8505,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.3547
8512,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.32646
8519,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.464313
8526,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.989517
8533,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.550432
8540,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.552509
8547,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3739751
8554,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.643202
8561,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.279966
8568,Neutral,,,,,,,
8575,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.718025
8582,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8432946
8589,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.709485
8596,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.607283
8603,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.093944
8610,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.836996
8617,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.502241
8624,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.886892
8631,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.755642
8638,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.507004
8645,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.981179
8652,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3758478
8659,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.62151
8666,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.952215
8673,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.355419
8680,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.005955
8687,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.271974
8694,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.002263
8701,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.000793
8708,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.157304
8715,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.394425
8722,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.725631
8729,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.243071
8736,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.885134
8743,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.004267
8750,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.16816
8757,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.805286
8764,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.526525
8771,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.892155
8778,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.25943
8785,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.988816
8792,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.564728
8799,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.186002
8806,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.245101
8813,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.003186
8820,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.30993
8827,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.004561
8834,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.924834
8841,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.470925
8848,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.206999
8855,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.228383
8862,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.757581
8869,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.95648
8876,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.152703
8883,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.548157
8890,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.163957
8897,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.447841
8904,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.096991
8911,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.284881
8918,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.471707
8925,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.981465
8932,Neutral,,,,,,,
8939,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.980936
8946,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.906657
8953,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.151135
8960,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.182863
8967,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.583422
8974,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.174776
8981,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.498475
8988,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.702527
8995,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.212097
9002,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.512662
9009,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.244092
9016,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.02302
9023,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.065202
9030,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.048651
9037,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.837479
9044,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.479559
9051,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.209155
9058,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.73167
9065,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.921926
9072,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.918072
9079,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.93381
9086,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.136397
9093,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.004399
9100,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.389488
9107,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.698908
9114,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.186577
9121,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.795233
9128,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.186204
9135,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.643612
9142,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.061909
9149,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.414062
9156,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.886365
9163,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.97509
9170,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.862406
9177,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.309101
9184,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.246896
9191,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.819451
9198,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.887762
9205,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.978782
9212,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.854398
9219,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,3.104344
9226,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.282229
9233,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.886865
9240,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.949794
9247,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.431199
9254,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.879177
9261,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.690934
9268,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.839804
9275,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.622875
9282,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,3.119769
9289,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.521476
9296,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.482896
9303,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.791666
9310,Strong_Acid,0.574,0.983,0.5,0.907,2.47,5.02,3.295398
9317,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.716497
9324,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.628994
9331,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.079927
9338,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.327666
9345,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.491844
9352,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.392731
9359,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.43586
9366,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.681811
9373,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.509745
9380,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.072546
9387,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.511257
9394,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.277462
9401,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.500094
9408,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.337187
9415,Neutral,,,,,,,
9422,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.421084
9429,Neutral,,,,,,,
9436,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.898481
9443,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.025807
9450,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.012556
9457,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.852002
9464,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.422578
9471,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.63449
9478,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.535375
9485,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.59202
9492,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.411074
9499,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.707875
9506,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.465442
9513,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.313347
9520,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.119555
9527,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.069784
9534,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,1.947757
9541,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.088753
9548,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.335508
9555,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,1.022348
9562,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.604349
9569,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.9806319
9576,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.495098
9583,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.185769
9590,Neutral,,,,,,,
9597,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.656386
9604,Neutral,,,,,,,
9611,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3686917
9618,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,1.005818
9625,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.269808
9632,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.535648
9639,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.6397
9646,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.876404
9653,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.171373
9660,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.490509
9667,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.400711
9674,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.431389
9681,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.235695
9688,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.746123
9695,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.015031
9702,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.88082
9709,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.147648
9716,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.292684
9723,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.551547
9730,Moderate_Alkaline,,,,,,,
9737,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.082168
9744,Moderate_Alkaline,,,,,,,
9751,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.229155
9758,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
9765,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
9772,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
9779,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.084239
9786,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.300451
9793,Strong_Acid,0.574,0.983,0.5,0.907,2.47,5.02,3.895002
9800,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.677054
9807,Strong_Acid,0.574,0.983,0.5,0.907,2.47,5.02,3.818343
9814,Strong_Acid,0.624,0.983,0.5,0.907,2.47,5.02,4.23366
9821,Strong_Acid,0.624,0.983,0.5,0.907,2.47,5.02,4.326794
9828,Strong_Acid,0.624,0.983,0.5,0.907,2.47,5.02,4.425487
9835,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.046278
9842,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.651454
9849,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.683502
9856,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.437438
9863,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4363511
9870,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.330321
9877,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4451207
9884,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.734316
9891,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.957715
9898,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.598143
9905,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.302957
9912,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.667259
9919,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.7971
9926,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.691096
9933,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.264389
9940,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.716244
9947,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.104909
9954,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.566325
9961,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.170743
9968,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.03314
9975,Strong_Acid,0.574,0.983,0.5,0.907,2.47,5.02,4.10393
9982,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.447546
9989,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.448915
9996,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.43272
10003,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.100033
10010,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.899132
10017,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.653809
10024,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.537934
10031,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.506644
10038,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.852429
10045,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.861547
10052,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.59614
10059,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.907545
10066,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.702701
10073,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.510364
10080,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.064732
10087,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.93065
10094,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.746073
10101,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.712576
10108,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.465143
10115,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.219424
10122,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.060345
10129,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.867086
10136,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.354122
10143,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.273928
10150,Strong_Acid,0.5,0.983,0.5,0.907,2.47,5.02,3.289781
10157,Moderate_Acid,0.442,0.983,0.5,0.907,2.47,5.02,2.960874
10164,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.372907
10171,Strong_Acid,0.624,0.983,0.5,0.907,2.47,5.02,4.047081
10178,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.179422
10185,Strong_Acid,0.442,0.983,0.5,0.907,2.47,5.02,3.209246
10192,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.983753
10199,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.499577
10206,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4334392
10213,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.518179
10220,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.703729
10227,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8100868
10234,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.8577413
10241,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.299751
10248,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4286797
10255,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.4558964
10262,Neutral,,,,,,,
10269,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.266419
10276,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.343851
10283,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.7536082
10290,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.683252
10297,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.52354
10304,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.998859
10311,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.467262
10318,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.057939
10325,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.552058
10332,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.751872
10339,Moderate_Acid,0,0.983,0.5,0.907,2.47,5.02,0
10346,Moderate_Acid,0.049,0.983,0.5,0.907,2.47,5.02,0.3368432
10353,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.255279
10360,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.401821
10367,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,1.131923
10374,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.453781
10381,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.739373
10388,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.294627
10395,Moderate_Acid,0.159,0.983,0.5,0.907,2.47,5.02,0.9791983
10402,Moderate_Acid,0.205,0.983,0.5,0.907,2.47,5.02,1.551304
10409,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.740165
10416,Neutral,,,,,,,
10423,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.453144
10430,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.08079
10437,Moderate_Acid,0.402,0.983,0.5,0.907,2.47,5.02,2.193444
10444,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.266682
10451,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.448094
10458,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.939782
10465,Moderate_Acid,0.108,0.983,0.5,0.907,2.47,5.02,0.9006398
10472,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.503043
10479,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.877934
10486,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.893457
10493,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.538061
10500,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.07076
10507,Moderate_Acid,0.326,0.983,0.5,0.907,2.47,5.02,2.293388
10514,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.674656
10521,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.651258
10528,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.919965
10535,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,1.639456
10542,Moderate_Acid,0.237,0.983,0.5,0.907,2.47,5.02,2.132638
10549,Moderate_Acid,0.37,0.983,0.5,0.907,2.47,5.02,2.37309
10556,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.037496
10563,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.211024
10570,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,1.92645
10577,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.238413
10584,Moderate_Acid,0.275,0.983,0.5,0.907,2.47,5.02,2.179318
