EA_number,Year,REGION_NAME,mean_dist_pp50k,mean_roadden,mean_Area_Ha,elevation7_sq,SLOPE_sq,Total_agr_ecological,cwd_early,cwd_late,pdsi_early,pdsi_late,cwd_w,cwd,pdsi,AcidLevel
3724,2016,Amhara,48128.71484375,0.258452743291855,841.601928710938,2371121.5,23.2818717956543,8,526.951619761776,1161.92796537192,-334.879810703914,-538.543198981884,844.439792566848,844.439792566848,-436.711504842899,Neutral
3725,2010,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,385.69155204106,885.53790059489,-104.840677143551,-224.84628987314,635.614726317975,635.614726317975,-164.843483508346,Neutral
3726,2011,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,352.873877731625,696.131070478686,-92.1762006943358,-119.648822976191,524.502474105155,524.502474105155,-105.912511835263,Neutral
3727,2012,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,432.969804815304,858.168188399929,-82.9326488309057,-32.5388886509942,645.568996607617,645.568996607617,-57.73576874095,Neutral
3728,2013,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,219.056920278306,582.760884080243,303.842029971567,216.117087026649,400.908902179274,400.908902179274,259.979558499108,Neutral
3729,2014,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,480.510844034633,470.025495970856,-45.7657292028465,193.925684859271,475.268170002745,475.268170002745,74.0799778282123,Neutral
3730,2015,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,301.272411665723,741.37693943676,-206.991703817891,-191.482209439345,521.324675551242,521.324675551242,-199.236956628618,Neutral
3731,2016,Amhara,23276.90234375,0.191762790083885,807.573974609375,2732911.5,173.648895263672,8,470.59931391161,1073.617522374,-333.180135473117,-542.193511500623,772.108418142805,772.108418142805,-437.68682348687,Neutral
3732,2010,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,387.722787551082,890.365222261863,-104.465983265431,-224.069954752829,639.044004906473,639.044004906473,-164.26796900913,Neutral
3733,2011,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,355.504950278179,701.929535199546,-92.7014594246161,-121.185826308444,528.717242738863,528.717242738863,-106.94364286653,Neutral
3734,2012,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,434.73555438735,863.151086745652,-83.2617670803372,-32.5173416192604,648.943320566501,648.943320566501,-57.8895543497988,Neutral
3735,2013,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,222.61652554306,590.391325435416,302.543560570501,215.180197009806,406.503925489238,406.503925489238,258.861878790153,Neutral
3736,2014,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,482.324559262524,476.763813529092,-44.3677130465801,193.488572429892,479.544186395808,479.544186395808,74.560429691656,Neutral
3737,2015,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,303.857903234891,745.98280232056,-207.40126979955,-192.061168165518,524.920352777725,524.920352777725,-199.731218982534,Neutral
3738,2016,Amhara,23551.29296875,0.130732491612434,409.211486816406,2645552.25,98.1427383422852,8,472.639871956141,1078.34490484326,-332.834757085907,-541.349729956382,775.492388399701,775.492388399701,-437.092243521144,Neutral
3739,2010,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,371.274303183683,878.538279637322,-105.402025778564,-222.924153685931,624.906291410502,624.906291410502,-164.163089732247,Moderate_Acid
3740,2011,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,336.656815865803,688.31357387355,-90.5341194563591,-117.051428347461,512.485194869677,512.485194869677,-103.79277390191,Moderate_Acid
3741,2012,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,419.726488165229,854.019216340608,-84.3999634187776,-34.2238397593103,636.872852252919,636.872852252919,-59.311901589044,Moderate_Acid
3742,2013,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,173.428556497459,559.399711456266,325.556118582892,240.255775540598,366.414133976863,366.414133976863,282.905947061745,Moderate_Acid
3743,2014,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,466.104213559688,458.095385539965,-47.9771106059418,189.161982030409,462.099799549826,462.099799549826,70.5924357122336,Moderate_Acid
3744,2015,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,283.110346513774,732.114206206108,-205.545946763121,-186.341119908026,507.612276359941,507.612276359941,-195.943533335574,Moderate_Acid
3745,2016,Amhara,26053.453125,0.041833270341158,685.819702148438,3666167.5,234.744827270508,8,459.613594030542,1075.784280899,-334.422567255329,-544.700855179411,767.698937464771,767.698937464771,-439.56171121737,Moderate_Acid
3746,2010,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,358,852.333333333333,-107.333333333333,-228.333333333333,605.166666666667,605.166666666667,-167.833333333333,Moderate_Acid
3747,2011,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,320,655.333333333333,-91.3333333333333,-112.666666666667,487.666666666667,487.666666666667,-102,Moderate_Acid
3748,2012,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,407,823.333333333333,-84,-34.3333333333333,615.166666666667,615.166666666667,-59.1666666666667,Moderate_Acid
3749,2013,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,134.333333333333,511.333333333333,340,251.333333333333,322.833333333333,322.833333333333,295.666666666667,Moderate_Acid
3750,2014,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,453.666666666667,414.333333333333,-49,190.333333333333,434,434,70.6666666666665,Moderate_Acid
3751,2015,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,267.333333333333,701.666666666667,-200,-177.666666666667,484.5,484.5,-188.833333333333,Moderate_Acid
3752,2016,Amhara,28391.12890625,0.001381194335409,399.278106689453,3245180.5,126.658851623535,8,445,1049,-333.333333333333,-549,747,747,-441.166666666667,Moderate_Acid
3753,2010,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,449.160612894287,1035.16707608999,-68.4396593247788,-198.428797565354,742.163844492138,742.163844492138,-133.434228445066,Neutral
3754,2011,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,491.772349695661,873.926457795101,-102.137348017106,-125.607503174673,682.849403745381,682.849403745381,-113.872425595889,Neutral
3755,2012,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,488.445185444666,1037.91237392533,-89.118488271957,-15.382559734933,763.178779684998,763.178779684998,-52.250524003445,Neutral
3756,2013,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,300.393686415314,792.773194815432,279.701569091089,225.424687276496,546.583440615373,546.583440615373,252.563128183793,Neutral
3757,2014,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,529.380264483077,692.514456802553,-46.9043861569678,176.188963086221,610.947360642815,610.947360642815,64.6422884646266,Neutral
3758,2015,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,456.906130402411,918.139257199574,-227.812324298292,-208.922051933264,687.522693800993,687.522693800993,-218.367188115778,Neutral
3759,2016,Amhara,33676.73046875,2.04617299459642E-06,1754.77502441406,1688067.375,99.8227462768555,3,571.252820714911,1261.11176015533,-325.917852607608,-532.685235217703,911.94543046966,916.182290435121,-429.301543912656,Neutral
3760,2010,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,390.414771659739,918.663764707961,-96.4066793489747,-218.479301709764,654.53926818385,654.53926818385,-157.442990529369,Neutral
3761,2011,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,377.57238456751,731.926946088448,-94.9579531576596,-117.483620153128,554.749665327979,554.749665327979,-106.220786655394,Neutral
3762,2012,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,437.897208717912,902.171214096157,-85.4780731111583,-24.987556952958,670.034211407034,670.034211407034,-55.2328150320581,Neutral
3763,2013,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,199.539557352217,613.757299666498,319.907905011861,241.744348739991,406.648428509358,406.648428509358,280.826126875926,Neutral
3764,2014,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,482.550858404382,514.532565936256,-48.7514370346885,186.135574461589,498.541712170319,498.541712170319,68.6920687134502,Neutral
3765,2015,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,327.930746377323,780.674076422647,-210.626334284507,-191.787141255078,554.302411399985,554.302411399985,-201.206737769793,Neutral
3766,2016,Amhara,30782.939453125,0,872.431457519531,2555633.5,156.754058837891,8,489.625846955072,1123.77178157073,-332.999136898473,-543.137011496278,806.698814262901,806.698814262901,-438.068074197375,Neutral
3767,2010,Amhara,23594.74609375,0.228395238518715,485.455322265625,3976280.5,332.144836425781,8,336.333357080474,810.957244592905,-109.463961075798,-233.44143823237,573.64530083669,573.64530083669,-171.452699654084,Neutral
3768,2011,Amhara,23594.74609375,0.228395238518715,485.455322265625,3976280.5,332.144836425781,8,295.349127820302,608.245532239381,-91.4684703939126,-104.270274121158,451.797330029841,451.797330029841,-97.8693722575353,Neutral
3769,2012,Amhara,23594.74609375,0.228395238518715,485.455322265625,3976280.5,332.144836425781,8,385.367141345618,777.317610087784,-81.011261421715,-32.0225228434298,581.342375716701,581.342375716701,-56.5168921325724,Neutral
3770,2013,Amhara,23594.74609375,0.228395238518715,485.455322265625,3976280.5,332.144836425781,8,90.2117717213775,447.646457850148,345.121609106237,260.885119250224,268.929114785763,268.929114785763,303.003364178231,Neutral
3771,2014,Amhara,23594.74609375,0.228395238518715,485.455322265625,3976280.5,332.144836425781,8,434.576599040088,367.587884208944,-43.2815355428729,196.587836714663,401.082241624516,401.082241624516,76.653150585895,Neutral
